node,is_prime,degree,degree_weighted,eigenvector,eigenvector_costweight,pagerank,betweenness,p_index,N,anchor,hub_edges,hub_cost,weighting
109,True,29.0,38.0,0.0330327783547147,0.007265788943604804,0.0017283760951365935,0.0034588544190336957,0.009174311926605505,3162,2,True,0.1,uniform
113,True,27.0,36.0,0.03301459397281508,0.006924629485468219,0.001628304685767927,0.0031493398580004286,0.008849557522123894,3162,2,True,0.1,uniform
2,True,1580.0,1580.0,0.5585388520584961,0.5585388520586545,0.10617217329083539,0.5410824382226928,0.5,3162,2,False,0.1,uniform
3,True,1053.0,1053.0,0.34925504620083825,0.349255046200992,0.06821799968250156,0.2809658565006644,0.3333333333333333,3162,2,False,0.1,uniform
5,True,631.0,631.0,0.18381697113289253,0.1838169711330516,0.04001846536823958,0.1340023630584503,0.2,3162,2,False,0.1,uniform
7,True,450.0,450.0,0.12201891765022918,0.1220189176514772,0.02837074420690619,0.08392480941573233,0.14285714285714285,3162,2,False,0.1,uniform
11,True,286.0,286.0,0.07221230980045669,0.07221230980206299,0.018001980157793186,0.045195236316348156,0.09090909090909091,3162,2,False,0.1,uniform
13,True,242.0,242.0,0.059948120292556896,0.05994812027400622,0.0152485930037623,0.03592537142231603,0.07692307692307693,3162,2,False,0.1,uniform
17,True,185.0,185.0,0.04481961181281023,0.04481961180898075,0.01166684292158632,0.024290016426303945,0.058823529411764705,3162,2,False,0.1,uniform
19,True,165.0,165.0,0.03955331523112513,0.03955331522968489,0.010426244661497223,0.020444161985197443,0.05263157894736842,3162,2,False,0.1,uniform
23,True,136.0,136.0,0.031966235979751505,0.031966236012173396,0.008636299024784378,0.015578740998540739,0.043478260869565216,3162,2,False,0.1,uniform
29,True,108.0,108.0,0.02500476067781889,0.025004760655630027,0.006900973837631485,0.011409779871385247,0.034482758620689655,3162,2,False,0.1,uniform
31,True,101.0,101.0,0.02355262203570072,0.02355262203524907,0.006454019934776002,0.009684441351173374,0.03225806451612903,3162,2,False,0.1,uniform
37,True,84.0,84.0,0.019290825763864667,0.019290825767982946,0.005407423502629075,0.0072662983323824055,0.02702702702702703,3162,2,False,0.1,uniform
41,True,76.0,76.0,0.017319404358702967,0.01731940437162649,0.004899278350684263,0.00600493229408067,0.024390243902439025,3162,2,False,0.1,uniform
43,True,72.0,72.0,0.01636012406752483,0.01636012407051461,0.004661982197211006,0.005727369295773986,0.023255813953488372,3162,2,False,0.1,uniform
47,True,66.0,66.0,0.014966518111841184,0.01496651811545613,0.004288625265305451,0.004695371392812738,0.02127659574468085,3162,2,False,0.1,uniform
53,True,58.0,58.0,0.013001260122615675,0.013001260116645293,0.003791827882675374,0.0036132917974477387,0.018867924528301886,3162,2,False,0.1,uniform
59,True,52.0,52.0,0.011607032188101794,0.011607032192357748,0.003395010357687739,0.002716592922059261,0.01694915254237288,3162,2,False,0.1,uniform
61,True,50.0,50.0,0.01129185201669061,0.01129185201504456,0.0032655675966884335,0.0023783540345529005,0.01639344262295082,3162,2,False,0.1,uniform
67,True,46.0,46.0,0.010229303086517446,0.010229303084714848,0.003018198484128088,0.002147026950606479,0.014925373134328358,3162,2,False,0.1,uniform
71,True,43.0,43.0,0.00966831390740617,0.009668313901930202,0.002829918537043577,0.0018048869293968027,0.014084507042253521,3162,2,False,0.1,uniform
73,True,42.0,42.0,0.009361192442682286,0.00936119244492362,0.002770409207138917,0.001756538980517093,0.0136986301369863,3162,2,False,0.1,uniform
79,True,39.0,39.0,0.008838465089478373,0.008838465107211405,0.002577041120926336,0.0012678687793272153,0.012658227848101266,3162,2,False,0.1,uniform
83,True,37.0,37.0,0.00827908413275723,0.008279084134382568,0.0024587642063693222,0.0011858793049456414,0.012048192771084338,3162,2,False,0.1,uniform
89,True,34.0,34.0,0.0075385956246722665,0.00753859563126923,0.0022697534413316425,0.0009295145074258316,0.011235955056179775,3162,2,False,0.1,uniform
97,True,31.0,31.0,0.006893019383779338,0.0068930193743132855,0.002093874748855912,0.0008234476209423377,0.010309278350515464,3162,2,False,0.1,uniform
101,True,30.0,30.0,0.006623410728890757,0.006623410727313278,0.0020228295199697073,0.0007958552859128055,0.009900990099009901,3162,2,False,0.1,uniform
210,False,4.0,4.0,0.02631351165252578,0.026313511653500144,0.0002697867063471486,0.000726673934245989,,3162,2,False,0.1,uniform
330,False,4.0,4.0,0.025233621583133758,0.025233621582645232,0.0002696999114260687,0.0006958021600936064,,3162,2,False,0.1,uniform
420,False,4.0,4.0,0.02631351165252578,0.026313511653500144,0.0002697867063471486,0.000726673934245989,,3162,2,False,0.1,uniform
630,False,4.0,4.0,0.02631351165252578,0.026313511653500144,0.0002697867063471486,0.000726673934245989,,3162,2,False,0.1,uniform
660,False,4.0,4.0,0.025233621583133758,0.025233621582645232,0.0002696999114260687,0.0006958021600936064,,3162,2,False,0.1,uniform
840,False,4.0,4.0,0.02631351165252578,0.026313511653500144,0.0002697867063471486,0.000726673934245989,,3162,2,False,0.1,uniform
990,False,4.0,4.0,0.025233621583133758,0.025233621582645232,0.0002696999114260687,0.0006958021600936064,,3162,2,False,0.1,uniform
1050,False,4.0,4.0,0.02631351165252578,0.026313511653500144,0.0002697867063471486,0.000726673934245989,,3162,2,False,0.1,uniform
1260,False,4.0,4.0,0.02631351165252578,0.026313511653500144,0.0002697867063471486,0.000726673934245989,,3162,2,False,0.1,uniform
1320,False,4.0,4.0,0.025233621583133758,0.025233621582645232,0.0002696999114260687,0.0006958021600936064,,3162,2,False,0.1,uniform
1470,False,4.0,4.0,0.02631351165252578,0.026313511653500144,0.0002697867063471486,0.000726673934245989,,3162,2,False,0.1,uniform
1650,False,4.0,4.0,0.025233621583133758,0.025233621582645232,0.0002696999114260687,0.0006958021600936064,,3162,2,False,0.1,uniform
1680,False,4.0,4.0,0.02631351165252578,0.026313511653500144,0.0002697867063471486,0.000726673934245989,,3162,2,False,0.1,uniform
1890,False,4.0,4.0,0.02631351165252578,0.026313511653500144,0.0002697867063471486,0.000726673934245989,,3162,2,False,0.1,uniform
1980,False,4.0,4.0,0.025233621583133758,0.025233621582645232,0.0002696999114260687,0.0006958021600936064,,3162,2,False,0.1,uniform
2100,False,4.0,4.0,0.02631351165252578,0.026313511653500144,0.0002697867063471486,0.000726673934245989,,3162,2,False,0.1,uniform
2310,False,5.0,5.0,0.027879194595329934,0.0278791945951364,0.0003232890947368363,0.001077505751267023,,3162,2,False,0.1,uniform
2520,False,4.0,4.0,0.02631351165252578,0.026313511653500144,0.0002697867063471486,0.000726673934245989,,3162,2,False,0.1,uniform
2730,False,5.0,5.0,0.027613286574668695,0.027613286572530347,0.00032334581381382525,0.0010632207342551744,,3162,2,False,0.1,uniform
2940,False,4.0,4.0,0.02631351165252578,0.026313511653500144,0.0002697867063471486,0.000726673934245989,,3162,2,False,0.1,uniform
3150,False,4.0,4.0,0.02631351165252578,0.026313511653500144,0.0002697867063471486,0.000726673934245989,,3162,2,False,0.1,uniform
2,True,2025.0,5545.172545284669,0.7027766744203077,0.6780434440316451,0.10464383474721148,0.9703300509772985,0.5,3162,2,True,0.1,log
3,True,1054.0,1166.8387399675505,0.04420010882765403,0.1830024756866379,0.027824377583154477,0.025144262150657338,0.3333333333333333,3162,2,True,0.1,log
5,True,632.0,1025.555322745929,0.04295117721945432,0.06691196741885315,0.024373828389469342,0.04441071764663482,0.2,3162,2,True,0.1,log
7,True,451.0,885.6595670748853,0.04160431897562634,0.03883075370129496,0.020970684271003702,0.061027394791745924,0.14285714285714285,3162,2,True,0.1,log
11,True,287.0,695.7980480203337,0.03973451630501923,0.020253355347280125,0.016336104165429705,0.06165009470645005,0.09090909090909091,3162,2,True,0.1,log
13,True,243.0,630.7177445056923,0.03907796598881764,0.01621887472105247,0.014770477597580546,0.06625406957420141,0.07692307692307693,3162,2,True,0.1,log
17,True,186.0,534.1444686504002,0.038121133699267,0.01159009348817828,0.01242657855522513,0.061736191479222643,0.058823529411764705,3162,2,True,0.1,log
19,True,166.0,495.8324315624614,0.03772729787980588,0.010098851297328855,0.011521556867037762,0.06209179117327877,0.05263157894736842,3162,2,True,0.1,log
23,True,137.0,436.42721336636515,0.037104824683981796,0.008022379419054494,0.010105238691791273,0.057759721927446446,0.043478260869565216,3162,2,True,0.1,log
29,True,109.0,373.6679496385383,0.03646891224940488,0.006224673732262836,0.00858841373839456,0.05027931394887854,0.034482758620689655,3162,2,True,0.1,log
31,True,102.0,356.8327076529999,0.03631169823625822,0.005848227038685343,0.008201969231204738,0.05024527568987542,0.03225806451612903,3162,2,True,0.1,log
37,True,85.0,313.31710466211456,0.03584812712458864,0.004827563538259231,0.007173743661044779,0.04425253985479679,0.02702702702702703,3162,2,True,0.1,log
41,True,77.0,292.2314770695273,0.03564270424701387,0.0043784483164947706,0.006649150397124094,0.04180358723204882,0.024390243902439025,3162,2,True,0.1,log
43,True,73.0,280.80640832993635,0.03552070774913252,0.00417112397511213,0.0063866793888975445,0.04000256288067788,0.023255813953488372,3162,2,True,0.1,log
47,True,67.0,264.10974171286404,0.03534669201997608,0.003854467512599218,0.006002099656233594,0.03819773425330071,0.02127659574468085,3162,2,True,0.1,log
53,True,59.0,240.27693098602325,0.035098303844143586,0.0034476343814925817,0.005446761857662547,0.03515251142283927,0.018867924528301886,3162,2,True,0.1,log
59,True,53.0,222.03194708309763,0.03492136051742843,0.0031539182602835086,0.004988264015123784,0.03210989151806631,0.01694915254237288,3162,2,True,0.1,log
61,True,51.0,215.54369320866542,0.03485286925278827,0.0030694634020811185,0.004844294156264609,0.03092055470348672,0.01639344262295082,3162,2,True,0.1,log
67,True,47.0,203.4158604919843,0.03473914603398565,0.0028672921899783525,0.004538088627103379,0.028466196004308844,0.014925373134328358,3162,2,True,0.1,log
71,True,44.0,193.29523471277656,0.034653402127083587,0.0027644688674902163,0.00431003438554537,0.026637740820682446,0.014084507042253521,3162,2,True,0.1,log
73,True,43.0,190.1992965282323,0.03460075267612385,0.0026886814344852243,0.0042374020429745,0.026034462736115392,0.0136986301369863,3162,2,True,0.1,log
79,True,40.0,180.4084662462139,0.034517811360687864,0.0025848044687468634,0.004019154370071661,0.024192992924046627,0.012658227848101266,3162,2,True,0.1,log
83,True,38.0,173.4971024884741,0.0344462688831199,0.0024920337998126474,0.0038580368016621863,0.02297462347678791,0.012048192771084338,3162,2,True,0.1,log
89,True,35.0,162.61363657089274,0.03431159002978105,0.002336485407035683,0.0036119314225755103,0.021142163792102323,0.011235955056179775,3162,2,True,0.1,log
97,True,32.0,151.81604033360497,0.03421528129966062,0.002238333287684243,0.0033707605380974494,0.019311105682787454,0.010309278350515464,3162,2,True,0.1,log
101,True,31.0,148.45361550523782,0.03416731571407876,0.002168591657811485,0.0032760930261638865,0.018724646502669,0.009900990099009901,3162,2,True,0.1,log
103,True,30.0,144.4071406586595,0.03414664297663381,0.0021641080738884553,0.0031893986442698198,0.018118164817254593,0.009708737864077669,3162,2,True,0.1,log
107,True,29.0,140.8392073649334,0.03408366077901615,0.0020837513731518814,0.003109643245766796,0.01749266175180903,0.009345794392523364,3162,2,True,0.1,log
109,True,29.0,141.35774070241595,0.03409087677749695,0.0020800274511042385,0.0031167869843677022,0.01749326242696791,0.009174311926605505,3162,2,True,0.1,log
113,True,27.0,132.91208328652093,0.03399966101608499,0.002012839239655485,0.0029348371120586155,0.016260677000949065,0.008849557522123894,3162,2,True,0.1,log
2,True,1580.0,1095.1725452846686,0.22212745931366926,0.6783141752251849,0.03072736780290019,0.09150705392861569,0.5,3162,2,False,0.1,log
3,True,1053.0,1156.8387399675505,0.2789297839773691,0.18211833468187863,0.03189809566095257,0.15003964456048602,0.3333333333333333,3162,2,False,0.1,log
5,True,631.0,1015.555322745929,0.30063021107421506,0.06585193007326758,0.02759665812250885,0.14684985924178776,0.2,3162,2,False,0.1,log
7,True,450.0,875.6595670748853,0.27976157143316766,0.03773755178442334,0.023615790054160594,0.14331368458146956,0.14285714285714285,3162,2,False,0.1,log
11,True,286.0,685.7980480203337,0.22129027109719268,0.019138343220930203,0.018292410875494894,0.08590956234807924,0.09090909090909091,3162,2,False,0.1,log
13,True,242.0,620.7177445056923,0.19602308733998278,0.015098926159090413,0.016505651224100065,0.08562424164761191,0.07692307692307693,3162,2,False,0.1,log
17,True,185.0,524.1444686504002,0.1584309891418221,0.010464290834796405,0.013842489354830408,0.05933869669508528,0.058823529411764705,3162,2,False,0.1,log
19,True,165.0,485.8324315624614,0.1426376511210326,0.008971095259605922,0.01281794375144429,0.057886664611022785,0.05263157894736842,3162,2,False,0.1,log
23,True,136.0,426.42721336636515,0.11921839814833539,0.006891708233266223,0.011214476796945228,0.04938731133794385,0.043478260869565216,3162,2,False,0.1,log
29,True,108.0,363.6679496385383,0.09471476775221395,0.005091492827540434,0.009506837584798606,0.04162538693491484,0.034482758620689655,3162,2,False,0.1,log
31,True,101.0,346.8327076529999,0.08994141326755413,0.004714533550594067,0.009070339447186366,0.03896779980698305,0.03225806451612903,3162,2,False,0.1,log
37,True,84.0,303.31710466211456,0.07452531247307484,0.0036922742351828994,0.007913057923805188,0.033422767190321924,0.02702702702702703,3162,2,False,0.1,log
41,True,76.0,282.2314770695273,0.06795571488891701,0.0032424709756576396,0.007322896265916483,0.02893252015265158,0.024390243902439025,3162,2,False,0.1,log
43,True,72.0,270.80640832993635,0.06319818759243306,0.003034859010903257,0.007029297660819935,0.02962249568515011,0.023255813953488372,3162,2,False,0.1,log
47,True,66.0,254.10974171286404,0.05817094757705206,0.0027177062075148133,0.00659702258619882,0.027218393474265072,0.02127659574468085,3162,2,False,0.1,log
53,True,58.0,230.27693098602325,0.050460008151410655,0.002310257263448327,0.005973609593244573,0.024247654363504578,0.018867924528301886,3162,2,False,0.1,log
59,True,52.0,212.03194708309763,0.045097806588368726,0.0020160592613894107,0.005460554452624935,0.022443426411286285,0.01694915254237288,3162,2,False,0.1,log
61,True,50.0,205.54369320866542,0.043655252227439,0.0019314342946116511,0.005299682835678323,0.02131215486206496,0.01639344262295082,3162,2,False,0.1,log
67,True,46.0,193.4158604919843,0.039994651148180876,0.0017289547566881917,0.00495572696973068,0.01974739607318626,0.014925373134328358,3162,2,False,0.1,log
71,True,43.0,183.29523471277656,0.03740047188761347,0.0016260240512924876,0.004702630571265457,0.01828455183626396,0.014084507042253521,3162,2,False,0.1,log
73,True,42.0,180.1992965282323,0.03635074232513947,0.0015500430675315516,0.004619921839566761,0.017952778923510024,0.0136986301369863,3162,2,False,0.1,log
79,True,39.0,170.4084662462139,0.034029745012639875,0.0014460477102202717,0.004378124468927034,0.01651796619400206,0.012658227848101266,3162,2,False,0.1,log
83,True,37.0,163.4971024884741,0.031619148422024845,0.0013531478850300116,0.004197633757398187,0.01584521001605805,0.012048192771084338,3162,2,False,0.1,log
89,True,34.0,152.61363657089274,0.029402975480825617,0.0011972475277394793,0.003920929321659534,0.014086833600967488,0.011235955056179775,3162,2,False,0.1,log
97,True,31.0,141.81604033360497,0.025266908713876542,0.001099031634849698,0.003654591569628696,0.01354822820850636,0.010309278350515464,3162,2,False,0.1,log
101,True,30.0,138.45361550523782,0.025126904826590715,0.0010290807900600826,0.0035447623503512262,0.01304946760158418,0.009900990099009901,3162,2,False,0.1,log
103,True,29.0,134.4071406586595,0.024543208184408066,0.0010246257086902251,0.0034505909806541515,0.012468414497895635,0.009708737864077669,3162,2,False,0.1,log
107,True,28.0,130.8392073649334,0.02298599607226608,0.0009441143181151804,0.003359673358385449,0.012124227631858208,0.009345794392523364,3162,2,False,0.1,log
109,True,28.0,131.35774070241595,0.023119121654751097,0.0009403847343240678,0.003367451239086459,0.01212743123270556,0.009174311926605505,3162,2,False,0.1,log
113,True,26.0,122.91208328652093,0.021212926330242923,0.0008730600725262746,0.003165604802952081,0.0109018536835403,0.008849557522123894,3162,2,False,0.1,log
1155,False,4.0,7.051855622955894,0.032557910970786606,0.003946483659379227,0.00021200165994620762,0.00011340666586484973,,3162,2,False,0.1,log
1365,False,4.0,7.21890970761906,0.03207195004467502,0.003911165705808864,0.00021561049793101386,0.0001849932270235492,,3162,2,False,0.1,log
1785,False,4.0,7.487173694213739,0.03113079533587816,0.0038741864572822836,0.0002212367298805242,0.00024862474810345215,,3162,2,False,0.1,log
2145,False,4.0,7.6708948313621175,0.03183177653103486,0.003718750396289239,0.00022536845125857994,0.00021455516653022207,,3162,2,False,0.1,log
2310,False,5.0,7.745002803515839,0.03524532650958542,0.020446522136136583,0.00022853220586307817,0.00012665043980102534,,3162,2,False,0.1,log
2730,False,5.0,7.912056888179006,0.03475936558347386,0.020411204182566225,0.00023214104384788447,0.0002010780837200909,,3162,2,False,0.1,log
3003,False,4.0,8.00736706798333,0.032888562378552685,0.003355856979955069,0.0002328014755810885,0.0002645025703794645,,3162,2,False,0.1,log
2,True,6227.0,27273.0,0.699940399957977,0.5160461190444403,0.1781778002169066,0.8902322402007496,0.5,10000,2,True,0.1,padic
3,True,3333.0,8337.0,0.0776353085848081,0.37569294287836064,0.05844998528494526,0.24071760380011387,0.3333333333333333,10000,2,True,0.1,padic
5,True,2000.0,4507.0,0.047952503095008724,0.2150883277996644,0.031820050535649055,0.10624011991116991,0.2,10000,2,True,0.1,padic
7,True,1428.0,3101.0,0.037711929603952,0.14563255506661266,0.021965841318642213,0.06557221368599621,0.14285714285714285,10000,2,True,0.1,padic
11,True,909.0,1915.0,0.029318445394835822,0.0872069753879797,0.013631223902753916,0.03602623048195356,0.09090909090909091,10000,2,True,0.1,padic
13,True,769.0,1609.0,0.027210284268171226,0.07248779073525938,0.011478419858199133,0.029474079967843365,0.07692307692307693,10000,2,True,0.1,padic
17,True,588.0,1220.0,0.024534230375002367,0.05442036406548724,0.008727406102951541,0.02128052039717657,0.058823529411764705,10000,2,True,0.1,padic
19,True,526.0,1088.0,0.023617887429936188,0.04839302715272625,0.00779657709621956,0.01877604743871174,0.05263157894736842,10000,2,True,0.1,padic
23,True,434.0,894.0,0.022299068852877142,0.03956198052882895,0.006419141058255848,0.01501108302468626,0.043478260869565216,10000,2,True,0.1,padic
29,True,344.0,707.0,0.021028714238797725,0.031226840668662947,0.005090700085905251,0.011651962022234454,0.034482758620689655,10000,2,True,0.1,padic
31,True,322.0,662.0,0.020736048885437914,0.02926406920910197,0.004773859696290276,0.010965287700337334,0.03225806451612903,10000,2,True,0.1,padic
37,True,270.0,555.0,0.02000098009738981,0.024573887835843144,0.00401314398080506,0.009152567253792102,0.02702702702702703,10000,2,True,0.1,padic
41,True,243.0,499.0,0.019606930454865088,0.022137339664687866,0.0036172358022920565,0.008081262550472859,0.024390243902439025,10000,2,True,0.1,padic
43,True,232.0,477.0,0.01947561339329803,0.021211008604380296,0.0034575730241746204,0.007669667413497411,0.023255813953488372,10000,2,True,0.1,padic
47,True,212.0,436.0,0.019204894914976255,0.01940896961179598,0.0031655338803329046,0.006928238332935035,0.02127659574468085,10000,2,True,0.1,padic
53,True,188.0,387.0,0.018861879581579227,0.017308348941297215,0.0028153436836736525,0.0061604913575307495,0.018867924528301886,10000,2,True,0.1,padic
59,True,169.0,348.0,0.018610365328387758,0.01561026318756816,0.002537241578447217,0.0055246606210262415,0.01694915254237288,10000,2,True,0.1,padic
61,True,163.0,336.0,0.018530514356681387,0.015078172182144802,0.0024508854389619712,0.005392589335615342,0.01639344262295082,10000,2,True,0.1,padic
67,True,149.0,308.0,0.018340548204387117,0.013842227597851153,0.002251166200000271,0.004925642594265141,0.014925373134328358,10000,2,True,0.1,padic
71,True,140.0,289.0,0.018224679134190895,0.013186211343608126,0.0021131268990369338,0.00446031300469476,0.014084507042253521,10000,2,True,0.1,padic
73,True,136.0,281.0,0.01817973061778705,0.012825496901182678,0.002052406772128878,0.004259496096972158,0.0136986301369863,10000,2,True,0.1,padic
79,True,126.0,261.0,0.018015796309791814,0.012039515518275062,0.001910873005265281,0.003951265300565027,0.012658227848101266,10000,2,True,0.1,padic
83,True,120.0,249.0,0.017950068802422836,0.011521992507671875,0.0018257480923426163,0.003901070243051365,0.012048192771084338,10000,2,True,0.1,padic
89,True,112.0,233.0,0.017849938456805575,0.01076893843169155,0.001712573118053938,0.003686202453678812,0.011235955056179775,10000,2,True,0.1,padic
97,True,103.0,215.0,0.017709833338344482,0.009966111383155866,0.0015851796406317125,0.003408462470571849,0.010309278350515464,10000,2,True,0.1,padic
101,True,99.0,206.0,0.017665107086964095,0.009655675716014061,0.0015110437341215395,0.003108509157243665,0.009900990099009901,10000,2,True,0.1,padic
103,True,97.0,202.0,0.017644495927636193,0.009451869902501072,0.0014838571263646114,0.0031078022785275446,0.009708737864077669,10000,2,True,0.1,padic
107,True,93.0,194.0,0.017577312716111557,0.009159170566830218,0.0014255123640443638,0.0029526323973332125,0.009345794392523364,10000,2,True,0.1,padic
109,True,91.0,190.0,0.01755081093559038,0.00898987370933627,0.0013975252434133814,0.0029045846506367532,0.009174311926605505,10000,2,True,0.1,padic
113,True,88.0,184.0,0.017528837669695332,0.008730394478267183,0.0013528041581313862,0.0027479543313403995,0.008849557522123894,10000,2,True,0.1,padic
1024,False,1.0,11.0,0.018030430425455796,0.0013464390042762233,7.608595400234549e-05,0.0,,10000,2,True,0.1,padic
2048,False,1.0,12.0,0.01966956046413359,0.001234235753919871,8.163910662906922e-05,0.0,,10000,2,True,0.1,padic
3072,False,2.0,13.0,0.01839404528858132,0.006737743914633428,8.80045069898348e-05,0.0,,10000,2,True,0.1,padic
4096,False,1.0,13.0,0.0213086905028114,0.0011392945420798809,8.719225925579296e-05,0.0,,10000,2,True,0.1,padic
5120,False,2.0,13.0,0.018255022085710133,0.004433020160000226,8.80881919928989e-05,0.0,,10000,2,True,0.1,padic
6144,False,2.0,14.0,0.020033175327259126,0.006625540664277079,9.355765961655853e-05,0.0,,10000,2,True,0.1,padic
7168,False,2.0,13.0,0.01820705905450492,0.0034363092670048013,8.812785362949134e-05,0.0,,10000,2,True,0.1,padic
8192,False,1.0,14.0,0.022947820541489194,0.0010579163605027465,9.274541188251668e-05,0.0,,10000,2,True,0.1,padic
9216,False,2.0,14.0,0.018575852720144097,0.004940642277847694,9.396378348357944e-05,0.0,,10000,2,True,0.1,padic
2,True,4999.0,14993.0,0.6507954899447135,0.5106327903739903,0.12287059081897385,0.6016186610724354,0.5,10000,2,False,0.1,padic
3,True,3332.0,8327.0,0.23272014566794152,0.3813930955702542,0.06781564033054457,0.28302822001116407,0.3333333333333333,10000,2,False,0.1,padic
5,True,1999.0,4497.0,0.10747740750583466,0.21704689345589312,0.03640136347323549,0.12789581487966648,0.2,10000,2,False,0.1,padic
7,True,1427.0,3091.0,0.07021242129444645,0.14621048799294892,0.024964884174215263,0.0764686963794132,0.14285714285714285,10000,2,False,0.1,padic
11,True,908.0,1905.0,0.04148680878621018,0.08680420546651768,0.015394647408979013,0.04054994326598115,0.09090909090909091,10000,2,False,0.1,padic
13,True,768.0,1599.0,0.03448739712999553,0.07186891564896358,0.01293764623213558,0.031295216531821546,0.07692307692307693,10000,2,False,0.1,padic
17,True,587.0,1210.0,0.025750046342979192,0.05355455076879446,0.009804485423413433,0.022398558711047154,0.058823529411764705,10000,2,False,0.1,padic
19,True,525.0,1078.0,0.022805242077274565,0.04744824880375154,0.008747643430814838,0.019361050787599053,0.05263157894736842,10000,2,False,0.1,padic
23,True,433.0,884.0,0.018568645806986247,0.03850616798247492,0.007185236295028689,0.015500504171474009,0.043478260869565216,10000,2,False,0.1,padic
29,True,343.0,697.0,0.014523742703438822,0.030072296818974144,0.005680643281550058,0.01155265684833847,0.034482758620689655,10000,2,False,0.1,padic
31,True,321.0,652.0,0.013589657956993349,0.02808793441149932,0.005323041073148436,0.01085575501775145,0.03225806451612903,10000,2,False,0.1,padic
37,True,269.0,545.0,0.011290293484167213,0.02334404345241064,0.004462948834499262,0.008799803233851605,0.02702702702702703,10000,2,False,0.1,padic
41,True,242.0,489.0,0.010052648731813172,0.020880135376681895,0.004015688162321716,0.007306881846786414,0.024390243902439025,10000,2,False,0.1,padic
43,True,231.0,467.0,0.009616532220379774,0.01994389391721606,0.0038357984360612063,0.006406569308558111,0.023255813953488372,10000,2,False,0.1,padic
47,True,211.0,426.0,0.00876393259054096,0.018121454965689097,0.003506411702622715,0.005799785013044065,0.02127659574468085,10000,2,False,0.1,padic
53,True,187.0,377.0,0.007693501399886816,0.015997332329348756,0.0031110241484561397,0.004818420235054381,0.018867924528301886,10000,2,False,0.1,padic
512,False,1.0,10.0,0.02622700208873806,0.0014769983112370827,8.54102672959049e-05,0.0,,10000,2,False,0.1,padic
1024,False,1.0,11.0,0.028849702297611877,0.001342725737488257,9.237618494919185e-05,0.0,,10000,2,False,0.1,padic
1536,False,2.0,12.0,0.028102722446616747,0.006992869683913436,9.92551802143886e-05,0.0,,10000,2,False,0.1,padic
2048,False,1.0,12.0,0.03147240250648567,0.0012308319260309027,9.934210260247883e-05,0.0,,10000,2,False,0.1,padic
2304,False,2.0,12.0,0.026417882416682265,0.005318356816492106,9.921171902034349e-05,0.0,,10000,2,False,0.1,padic
2560,False,2.0,12.0,0.027093268138426652,0.004616024056712769,9.917106752097071e-05,0.0,,10000,2,False,0.1,padic
3072,False,2.0,13.0,0.030725422655490553,0.006858597110164611,0.00010622109786767554,0.0,,10000,2,False,0.1,padic
3584,False,2.0,12.0,0.026792912992669303,0.0035915574222233804,9.91405499172401e-05,0.0,,10000,2,False,0.1,padic
3840,False,3.0,13.0,0.02634628828743151,0.01029600635285991,0.00010605006278616745,0.0,,10000,2,False,0.1,padic
4096,False,1.0,13.0,0.03409510271535951,0.001136152547105448,0.00010630802025576579,0.0,,10000,2,False,0.1,padic
4608,False,2.0,13.0,0.029040582625556078,0.005154245893021319,0.00010617763667363044,0.0,,10000,2,False,0.1,padic
5120,False,2.0,13.0,0.02971596834730047,0.004481751482963943,0.00010613698517425766,0.0,,10000,2,False,0.1,padic
5376,False,3.0,13.0,0.026045933141674176,0.009271539718370523,0.00010601954518243682,0.0,,10000,2,False,0.1,padic
5408,False,2.0,9.0,0.016153152991786542,0.0031545966800157568,7.817886576928563e-05,0.015041918020599555,,10000,2,False,0.1,padic
5488,False,2.0,9.0,0.01424532285223152,0.004011276177967314,7.804124427214051e-05,0.03374037477095699,,10000,2,False,0.1,padic
5632,False,2.0,12.0,0.02656138505158978,0.0027323981533469237,9.91482730150774e-05,0.0,,10000,2,False,0.1,padic
5776,False,2.0,8.0,0.0133892158307353,0.003411474642396405,7.127315676882002e-05,0.009645024981260545,,10000,2,False,0.1,padic
6075,False,2.0,9.0,0.006926560148168888,0.003931307621209241,7.79270298560851e-05,0.011981812927257755,,10000,2,False,0.1,padic
6144,False,2.0,14.0,0.033348122864364366,0.006746703298707255,0.00011318701552096251,0.0,,10000,2,False,0.1,padic
6656,False,2.0,12.0,0.02650496991443385,0.0025163975531680097,9.916511335359061e-05,0.0,,10000,2,False,0.1,padic
6728,False,2.0,7.0,0.010666392508810928,0.003982441458915607,6.439760288617772e-05,0.006132103270243766,,10000,2,False,0.1,padic
6912,False,2.0,13.0,0.027355742595621603,0.004399044921046045,0.00010613417547958531,0.0,,10000,2,False,0.1,padic
7168,False,2.0,13.0,0.02941561320154312,0.0034572848484745572,0.00010610646757052703,0.0,,10000,2,False,0.1,padic
7680,False,3.0,14.0,0.028968988496305328,0.010131895429389122,0.00011301598043945441,0.0,,10000,2,False,0.1,padic
7688,False,2.0,7.0,0.010655099448405562,0.003963308989164521,6.443340384615354e-05,0.005873493754610328,,10000,2,False,0.1,padic
7744,False,2.0,10.0,0.018860475906394215,0.0029469308155547743,8.511952291480278e-05,0.019841271984769992,,10000,2,False,0.1,padic
7776,False,2.0,12.0,0.021363362326878865,0.004300287642953921,9.908133543820812e-05,0.10513423377062031,,10000,2,False,0.1,padic
